gi,seq_names,species,genus,family,order,class,phylum,taxid,seqs,cluster,id
374325525,rRNA_gi|374325525|ref|NC_016645.1|_127216-130814_DIR+ /molecule=16s_rRNA /score=193.5,1104324,2276,2267,2266,183924,28889,1104324,rRNA_gi|374325525|ref|NC_016645.1|_127216-130814_DIR+,cluster_0.99_1,1
319765157,rRNA_gi|319765157|ref|NC_014915.1|_91627-93172_DIR+ /molecule=16s_rRNA /score=2050.3,550542,129337,186817,1385,91061,1239,550542,rRNA_gi|319765157|ref|NC_014915.1|_91627-93172_DIR+,cluster_0.99_221,221
375006802,rRNA_gi|375006802|ref|NC_016593.1|_248483-250028_DIR+ /molecule=16s_rRNA /score=2043.4,33941,129337,186817,1385,91061,1239,1111068,rRNA_gi|375006802|ref|NC_016593.1|_248483-250028_DIR+,cluster_0.99_221,221
297528376,rRNA_gi|297528376|ref|NC_014206.1|_242286-243831_DIR+ /molecule=16s_rRNA /score=2053.4,691437,129337,186817,1385,91061,1239,691437,rRNA_gi|297528376|ref|NC_014206.1|_242286-243831_DIR+,cluster_0.99_221,221
56418535,rRNA_gi|56418535|ref|NC_006510.1|_249893-251438_DIR+ /molecule=16s_rRNA /score=2043.8,1462,129337,186817,1385,91061,1239,235909,rRNA_gi|56418535|ref|NC_006510.1|_249893-251438_DIR+,cluster_0.99_221,221
297528376,rRNA_gi|297528376|ref|NC_014206.1|_629639-631184_DIR+ /molecule=16s_rRNA /score=2051.0,691437,129337,186817,1385,91061,1239,691437,rRNA_gi|297528376|ref|NC_014206.1|_629639-631184_DIR+,cluster_0.99_221,221
138893679,rRNA_gi|138893679|ref|NC_009328.1|_547533-549081_DIR+ /molecule=16s_rRNA /score=2038.3,33940,129337,186817,1385,91061,1239,420246,rRNA_gi|138893679|ref|NC_009328.1|_547533-549081_DIR+,cluster_0.99_222,222
138893679,rRNA_gi|138893679|ref|NC_009328.1|_1312223-1313769_DIR+ /molecule=16s_rRNA /score=2039.9,33940,129337,186817,1385,91061,1239,420246,rRNA_gi|138893679|ref|NC_009328.1|_1312223-1313769_DIR+,cluster_0.99_222,222
138893679,rRNA_gi|138893679|ref|NC_009328.1|_225976-227520_DIR+ /molecule=16s_rRNA /score=2043.0,33940,129337,186817,1385,91061,1239,420246,rRNA_gi|138893679|ref|NC_009328.1|_225976-227520_DIR+,cluster_0.99_222,222
138893679,rRNA_gi|138893679|ref|NC_009328.1|_29329-30875_DIR+ /molecule=16s_rRNA /score=2029.1,33940,129337,186817,1385,91061,1239,420246,rRNA_gi|138893679|ref|NC_009328.1|_29329-30875_DIR+,cluster_0.99_222,222
138893679,rRNA_gi|138893679|ref|NC_009328.1|_258794-260340_DIR+ /molecule=16s_rRNA /score=2040.4,33940,129337,186817,1385,91061,1239,420246,rRNA_gi|138893679|ref|NC_009328.1|_258794-260340_DIR+,cluster_0.99_222,222
138893679,rRNA_gi|138893679|ref|NC_009328.1|_150332-151876_DIR+ /molecule=16s_rRNA /score=2043.3,33940,129337,186817,1385,91061,1239,420246,rRNA_gi|138893679|ref|NC_009328.1|_150332-151876_DIR+,cluster_0.99_222,222
138893679,rRNA_gi|138893679|ref|NC_009328.1|_87326-88870_DIR+ /molecule=16s_rRNA /score=2043.6,33940,129337,186817,1385,91061,1239,420246,rRNA_gi|138893679|ref|NC_009328.1|_87326-88870_DIR+,cluster_0.99_222,222
138893679,rRNA_gi|138893679|ref|NC_009328.1|_2971230-2972778_DIR- /molecule=16s_rRNA /score=1996.0,33940,129337,186817,1385,91061,1239,420246,rRNA_gi|138893679|ref|NC_009328.1|_2971230-2972778_DIR-,cluster_0.99_222,222
138893679,rRNA_gi|138893679|ref|NC_009328.1|_10618-12166_DIR+ /molecule=16s_rRNA /score=2010.3,33940,129337,186817,1385,91061,1239,420246,rRNA_gi|138893679|ref|NC_009328.1|_10618-12166_DIR+,cluster_0.99_222,222
138893679,rRNA_gi|138893679|ref|NC_009328.1|_2213655-2215201_DIR- /molecule=16s_rRNA /score=1994.9,33940,129337,186817,1385,91061,1239,420246,rRNA_gi|138893679|ref|NC_009328.1|_2213655-2215201_DIR-,cluster_0.99_222,222
428765681,rRNA_gi|428765681|ref|NC_019770.1|_2344752-2346300_DIR- /molecule=16s_rRNA /score=2041.1,1351,1350,81852,186826,91061,1239,1261557,rRNA_gi|428765681|ref|NC_019770.1|_2344752-2346300_DIR-,cluster_0.99_223,223
397698583,rRNA_gi|397698583|ref|NC_018221.1|_897813-899361_DIR+ /molecule=16s_rRNA /score=2042.4,1351,1350,81852,186826,91061,1239,1206105,rRNA_gi|397698583|ref|NC_018221.1|_897813-899361_DIR+,cluster_0.99_223,223
384511964,rRNA_gi|384511964|ref|NC_017316.1|_818922-820468_DIR+ /molecule=16s_rRNA /score=2017.1,1351,1350,81852,186826,91061,1239,474186,rRNA_gi|384511964|ref|NC_017316.1|_818922-820468_DIR+,cluster_0.99_223,223
29374661,rRNA_gi|29374661|ref|NC_004668.1|_3168489-3170037_DIR- /molecule=16s_rRNA /score=2041.2,1351,1350,81852,186826,91061,1239,226185,rRNA_gi|29374661|ref|NC_004668.1|_3168489-3170037_DIR-,cluster_0.99_223,223
384516725,rRNA_gi|384516725|ref|NC_017312.1|_1455090-1456638_DIR+ /molecule=16s_rRNA /score=2041.2,NA,NA,NA,NA,NA,NA,NA,rRNA_gi|384516725|ref|NC_017312.1|_1455090-1456638_DIR+,cluster_0.99_223,223
384511964,rRNA_gi|384511964|ref|NC_017316.1|_2690162-2691710_DIR- /molecule=16s_rRNA /score=2041.2,1351,1350,81852,186826,91061,1239,474186,rRNA_gi|384511964|ref|NC_017316.1|_2690162-2691710_DIR-,cluster_0.99_223,223
384516725,rRNA_gi|384516725|ref|NC_017312.1|_669063-670611_DIR+ /molecule=16s_rRNA /score=2041.2,NA,NA,NA,NA,NA,NA,NA,rRNA_gi|384516725|ref|NC_017312.1|_669063-670611_DIR+,cluster_0.99_223,223
384511964,rRNA_gi|384511964|ref|NC_017316.1|_2313816-2315364_DIR- /molecule=16s_rRNA /score=2041.2,1351,1350,81852,186826,91061,1239,474186,rRNA_gi|384511964|ref|NC_017316.1|_2313816-2315364_DIR-,cluster_0.99_223,223
384516725,rRNA_gi|384516725|ref|NC_017312.1|_2986839-2988387_DIR- /molecule=16s_rRNA /score=2041.2,NA,NA,NA,NA,NA,NA,NA,rRNA_gi|384516725|ref|NC_017312.1|_2986839-2988387_DIR-,cluster_0.99_223,223
29374661,rRNA_gi|29374661|ref|NC_004668.1|_1018187-1019735_DIR+ /molecule=16s_rRNA /score=2041.2,1351,1350,81852,186826,91061,1239,226185,rRNA_gi|29374661|ref|NC_004668.1|_1018187-1019735_DIR+,cluster_0.99_223,223
397698583,rRNA_gi|397698583|ref|NC_018221.1|_2931372-2932920_DIR- /molecule=16s_rRNA /score=2041.4,1351,1350,81852,186826,91061,1239,1206105,rRNA_gi|397698583|ref|NC_018221.1|_2931372-2932920_DIR-,cluster_0.99_223,223
29374661,rRNA_gi|29374661|ref|NC_004668.1|_248466-250014_DIR+ /molecule=16s_rRNA /score=2041.8,1351,1350,81852,186826,91061,1239,226185,rRNA_gi|29374661|ref|NC_004668.1|_248466-250014_DIR+,cluster_0.99_223,223
428765681,rRNA_gi|428765681|ref|NC_019770.1|_2761357-2762905_DIR- /molecule=16s_rRNA /score=2036.8,1351,1350,81852,186826,91061,1239,1261557,rRNA_gi|428765681|ref|NC_019770.1|_2761357-2762905_DIR-,cluster_0.99_223,223
397698583,rRNA_gi|397698583|ref|NC_018221.1|_2544598-2546146_DIR- /molecule=16s_rRNA /score=2035.9,1351,1350,81852,186826,91061,1239,1206105,rRNA_gi|397698583|ref|NC_018221.1|_2544598-2546146_DIR-,cluster_0.99_223,223
428765681,rRNA_gi|428765681|ref|NC_019770.1|_904859-906407_DIR+ /molecule=16s_rRNA /score=2041.2,1351,1350,81852,186826,91061,1239,1261557,rRNA_gi|428765681|ref|NC_019770.1|_904859-906407_DIR+,cluster_0.99_223,223
479179495,rRNA_gi|479179495|ref|NC_021023.1|_3630-5178_DIR- /molecule=16s_rRNA /score=2041.2,NA,NA,NA,NA,NA,NA,NA,rRNA_gi|479179495|ref|NC_021023.1|_3630-5178_DIR-,cluster_0.99_223,223
29374661,rRNA_gi|29374661|ref|NC_004668.1|_2771853-2773401_DIR- /molecule=16s_rRNA /score=2041.2,1351,1350,81852,186826,91061,1239,226185,rRNA_gi|29374661|ref|NC_004668.1|_2771853-2773401_DIR-,cluster_0.99_223,223
397698583,rRNA_gi|397698583|ref|NC_018221.1|_218483-220031_DIR+ /molecule=16s_rRNA /score=2041.2,1351,1350,81852,186826,91061,1239,1206105,rRNA_gi|397698583|ref|NC_018221.1|_218483-220031_DIR+,cluster_0.99_223,223
384511964,rRNA_gi|384511964|ref|NC_017316.1|_213429-214977_DIR+ /molecule=16s_rRNA /score=2041.2,1351,1350,81852,186826,91061,1239,474186,rRNA_gi|384511964|ref|NC_017316.1|_213429-214977_DIR+,cluster_0.99_223,223
428765681,rRNA_gi|428765681|ref|NC_019770.1|_217504-219052_DIR+ /molecule=16s_rRNA /score=2041.2,1351,1350,81852,186826,91061,1239,1261557,rRNA_gi|428765681|ref|NC_019770.1|_217504-219052_DIR+,cluster_0.99_223,223
384516725,rRNA_gi|384516725|ref|NC_017312.1|_374851-376399_DIR- /molecule=16s_rRNA /score=2041.2,NA,NA,NA,NA,NA,NA,NA,rRNA_gi|384516725|ref|NC_017312.1|_374851-376399_DIR-,cluster_0.99_223,223
558684762,rRNA_gi|558684762|ref|NC_022878.1|_2796670-2798218_DIR- /molecule=16s_rRNA /score=2037.8,53346,1350,81852,186826,91061,1239,1300150,rRNA_gi|558684762|ref|NC_022878.1|_2796670-2798218_DIR-,cluster_0.99_224,224
558684762,rRNA_gi|558684762|ref|NC_022878.1|_724173-725721_DIR+ /molecule=16s_rRNA /score=2037.8,53346,1350,81852,186826,91061,1239,1300150,rRNA_gi|558684762|ref|NC_022878.1|_724173-725721_DIR+,cluster_0.99_224,224
558684762,rRNA_gi|558684762|ref|NC_022878.1|_1050327-1051875_DIR+ /molecule=16s_rRNA /score=2037.8,53346,1350,81852,186826,91061,1239,1300150,rRNA_gi|558684762|ref|NC_022878.1|_1050327-1051875_DIR+,cluster_0.99_224,224
558684762,rRNA_gi|558684762|ref|NC_022878.1|_2713422-2714970_DIR- /molecule=16s_rRNA /score=2037.8,53346,1350,81852,186826,91061,1239,1300150,rRNA_gi|558684762|ref|NC_022878.1|_2713422-2714970_DIR-,cluster_0.99_224,224
558684762,rRNA_gi|558684762|ref|NC_022878.1|_2990893-2992441_DIR- /molecule=16s_rRNA /score=2037.4,53346,1350,81852,186826,91061,1239,1300150,rRNA_gi|558684762|ref|NC_022878.1|_2990893-2992441_DIR-,cluster_0.99_224,224
558684762,rRNA_gi|558684762|ref|NC_022878.1|_464289-465837_DIR+ /molecule=16s_rRNA /score=2037.4,53346,1350,81852,186826,91061,1239,1300150,rRNA_gi|558684762|ref|NC_022878.1|_464289-465837_DIR+,cluster_0.99_224,224
291278433,rRNA_gi|291278433|ref|NC_013939.1|_2192984-2194532_DIR- /molecule=16s_rRNA /score=1874.4,197162,53572,191394,191393,68337,200930,639282,rRNA_gi|291278433|ref|NC_013939.1|_2192984-2194532_DIR-,cluster_0.99_225,225
291278433,rRNA_gi|291278433|ref|NC_013939.1|_580779-582327_DIR+ /molecule=16s_rRNA /score=1873.2,197162,53572,191394,191393,68337,200930,639282,rRNA_gi|291278433|ref|NC_013939.1|_580779-582327_DIR+,cluster_0.99_225,225
218777860,rRNA_gi|218777860|ref|NC_011768.1|_4580234-4581782_DIR- /molecule=16s_rRNA /score=1963.3,259354,218207,213119,213118,28221,1224,439235,rRNA_gi|218777860|ref|NC_011768.1|_4580234-4581782_DIR-,cluster_0.99_226,226
218777860,rRNA_gi|218777860|ref|NC_011768.1|_4585799-4587347_DIR- /molecule=16s_rRNA /score=1963.3,259354,218207,213119,213118,28221,1224,439235,rRNA_gi|218777860|ref|NC_011768.1|_4585799-4587347_DIR-,cluster_0.99_226,226
328951746,rRNA_gi|328951746|ref|NC_015388.1|_3127195-3128743_DIR+ /molecule=16s_rRNA /score=1986.1,60893,60892,213468,213462,28221,1224,880072,rRNA_gi|328951746|ref|NC_015388.1|_3127195-3128743_DIR+,cluster_0.99_227,227
392373140,rRNA_gi|392373140|ref|NC_013260.1|_1586103-1587651_DIR- /molecule=16s_rRNA /score=1898.1,671143,1170227,NA,NA,NA,NA,671143,rRNA_gi|392373140|ref|NC_013260.1|_1586103-1587651_DIR-,cluster_0.99_228,228
27904513,rRNA_gi|27904513|ref|NC_004545.1|_266932-268480_DIR+ /molecule=16s_rRNA /score=1872.7,9,32199,543,91347,1236,1224,224915,rRNA_gi|27904513|ref|NC_004545.1|_266932-268480_DIR+,cluster_0.99_229,229
336233546,rRNA_gi|336233546|ref|NC_015660.1|_30979-32526_DIR+ /molecule=16s_rRNA /score=2028.7,1426,129337,186817,1385,91061,1239,634956,rRNA_gi|336233546|ref|NC_015660.1|_30979-32526_DIR+,cluster_0.99_230,230
312109151,rRNA_gi|312109151|ref|NC_014650.1|_159028-160574_DIR+ /molecule=16s_rRNA /score=2041.7,581103,129337,186817,1385,91061,1239,581103,rRNA_gi|312109151|ref|NC_014650.1|_159028-160574_DIR+,cluster_0.99_230,230
336233546,rRNA_gi|336233546|ref|NC_015660.1|_10676-12221_DIR+ /molecule=16s_rRNA /score=2038.2,1426,129337,186817,1385,91061,1239,634956,rRNA_gi|336233546|ref|NC_015660.1|_10676-12221_DIR+,cluster_0.99_230,230
336233546,rRNA_gi|336233546|ref|NC_015660.1|_157388-158933_DIR+ /molecule=16s_rRNA /score=2039.7,1426,129337,186817,1385,91061,1239,634956,rRNA_gi|336233546|ref|NC_015660.1|_157388-158933_DIR+,cluster_0.99_230,230
312109151,rRNA_gi|312109151|ref|NC_014650.1|_3272023-3273569_DIR- /molecule=16s_rRNA /score=2041.4,581103,129337,186817,1385,91061,1239,581103,rRNA_gi|312109151|ref|NC_014650.1|_3272023-3273569_DIR-,cluster_0.99_230,230
312109151,rRNA_gi|312109151|ref|NC_014650.1|_30823-32369_DIR+ /molecule=16s_rRNA /score=2040.8,581103,129337,186817,1385,91061,1239,581103,rRNA_gi|312109151|ref|NC_014650.1|_30823-32369_DIR+,cluster_0.99_230,230
312109151,rRNA_gi|312109151|ref|NC_014650.1|_1381103-1382649_DIR+ /molecule=16s_rRNA /score=2040.8,581103,129337,186817,1385,91061,1239,581103,rRNA_gi|312109151|ref|NC_014650.1|_1381103-1382649_DIR+,cluster_0.99_230,230
336233546,rRNA_gi|336233546|ref|NC_015660.1|_3585975-3587521_DIR- /molecule=16s_rRNA /score=2040.8,1426,129337,186817,1385,91061,1239,634956,rRNA_gi|336233546|ref|NC_015660.1|_3585975-3587521_DIR-,cluster_0.99_230,230
336233546,rRNA_gi|336233546|ref|NC_015660.1|_3254840-3256386_DIR- /molecule=16s_rRNA /score=2040.8,1426,129337,186817,1385,91061,1239,634956,rRNA_gi|336233546|ref|NC_015660.1|_3254840-3256386_DIR-,cluster_0.99_230,230
312109151,rRNA_gi|312109151|ref|NC_014650.1|_3536665-3538211_DIR- /molecule=16s_rRNA /score=2040.8,581103,129337,186817,1385,91061,1239,581103,rRNA_gi|312109151|ref|NC_014650.1|_3536665-3538211_DIR-,cluster_0.99_230,230
312109151,rRNA_gi|312109151|ref|NC_014650.1|_91265-92811_DIR+ /molecule=16s_rRNA /score=2040.8,581103,129337,186817,1385,91061,1239,581103,rRNA_gi|312109151|ref|NC_014650.1|_91265-92811_DIR+,cluster_0.99_230,230
336233546,rRNA_gi|336233546|ref|NC_015660.1|_1443779-1445325_DIR+ /molecule=16s_rRNA /score=2040.3,1426,129337,186817,1385,91061,1239,634956,rRNA_gi|336233546|ref|NC_015660.1|_1443779-1445325_DIR+,cluster_0.99_230,230
312109151,rRNA_gi|312109151|ref|NC_014650.1|_3573817-3575363_DIR- /molecule=16s_rRNA /score=2039.1,581103,129337,186817,1385,91061,1239,581103,rRNA_gi|312109151|ref|NC_014650.1|_3573817-3575363_DIR-,cluster_0.99_230,230
312109151,rRNA_gi|312109151|ref|NC_014650.1|_653551-655097_DIR+ /molecule=16s_rRNA /score=2040.8,581103,129337,186817,1385,91061,1239,581103,rRNA_gi|312109151|ref|NC_014650.1|_653551-655097_DIR+,cluster_0.99_230,230
312109151,rRNA_gi|312109151|ref|NC_014650.1|_10646-12192_DIR+ /molecule=16s_rRNA /score=2040.7,581103,129337,186817,1385,91061,1239,581103,rRNA_gi|312109151|ref|NC_014650.1|_10646-12192_DIR+,cluster_0.99_230,230
336233546,rRNA_gi|336233546|ref|NC_015660.1|_3628836-3630382_DIR- /molecule=16s_rRNA /score=2043.2,1426,129337,186817,1385,91061,1239,634956,rRNA_gi|336233546|ref|NC_015660.1|_3628836-3630382_DIR-,cluster_0.99_230,230
336233546,rRNA_gi|336233546|ref|NC_015660.1|_661618-663164_DIR+ /molecule=16s_rRNA /score=2040.4,1426,129337,186817,1385,91061,1239,634956,rRNA_gi|336233546|ref|NC_015660.1|_661618-663164_DIR+,cluster_0.99_230,230
336233546,rRNA_gi|336233546|ref|NC_015660.1|_89647-91193_DIR+ /molecule=16s_rRNA /score=2040.4,1426,129337,186817,1385,91061,1239,634956,rRNA_gi|336233546|ref|NC_015660.1|_89647-91193_DIR+,cluster_0.99_230,230
312109151,rRNA_gi|312109151|ref|NC_014650.1|_97309-98855_DIR+ /molecule=16s_rRNA /score=2034.5,581103,129337,186817,1385,91061,1239,581103,rRNA_gi|312109151|ref|NC_014650.1|_97309-98855_DIR+,cluster_0.99_230,230
336233546,rRNA_gi|336233546|ref|NC_015660.1|_95676-97223_DIR+ /molecule=16s_rRNA /score=2033.1,1426,129337,186817,1385,91061,1239,634956,rRNA_gi|336233546|ref|NC_015660.1|_95676-97223_DIR+,cluster_0.99_230,230
563649971,rRNA_gi|563649971|ref|NC_022080.4|_30081-31628_DIR+ /molecule=16s_rRNA /score=2038.4,1345697,129337,186817,1385,91061,1239,1345697,rRNA_gi|563649971|ref|NC_022080.4|_30081-31628_DIR+,cluster_0.99_231,231
563649971,rRNA_gi|563649971|ref|NC_022080.4|_89513-91059_DIR+ /molecule=16s_rRNA /score=2038.0,1345697,129337,186817,1385,91061,1239,1345697,rRNA_gi|563649971|ref|NC_022080.4|_89513-91059_DIR+,cluster_0.99_231,231
563649971,rRNA_gi|563649971|ref|NC_022080.4|_220506-222052_DIR+ /molecule=16s_rRNA /score=2042.7,1345697,129337,186817,1385,91061,1239,1345697,rRNA_gi|563649971|ref|NC_022080.4|_220506-222052_DIR+,cluster_0.99_231,231
563649971,rRNA_gi|563649971|ref|NC_022080.4|_1291284-1292829_DIR+ /molecule=16s_rRNA /score=2036.8,1345697,129337,186817,1385,91061,1239,1345697,rRNA_gi|563649971|ref|NC_022080.4|_1291284-1292829_DIR+,cluster_0.99_231,231
563649971,rRNA_gi|563649971|ref|NC_022080.4|_489994-491540_DIR+ /molecule=16s_rRNA /score=2037.5,1345697,129337,186817,1385,91061,1239,1345697,rRNA_gi|563649971|ref|NC_022080.4|_489994-491540_DIR+,cluster_0.99_231,231
563649971,rRNA_gi|563649971|ref|NC_022080.4|_2074859-2076405_DIR- /molecule=16s_rRNA /score=2041.0,1345697,129337,186817,1385,91061,1239,1345697,rRNA_gi|563649971|ref|NC_022080.4|_2074859-2076405_DIR-,cluster_0.99_231,231
563649971,rRNA_gi|563649971|ref|NC_022080.4|_10913-12459_DIR+ /molecule=16s_rRNA /score=2037.1,1345697,129337,186817,1385,91061,1239,1345697,rRNA_gi|563649971|ref|NC_022080.4|_10913-12459_DIR+,cluster_0.99_231,231
563649971,rRNA_gi|563649971|ref|NC_022080.4|_2811681-2813227_DIR- /molecule=16s_rRNA /score=2038.1,1345697,129337,186817,1385,91061,1239,1345697,rRNA_gi|563649971|ref|NC_022080.4|_2811681-2813227_DIR-,cluster_0.99_231,231
563649971,rRNA_gi|563649971|ref|NC_022080.4|_152796-154341_DIR+ /molecule=16s_rRNA /score=2036.6,1345697,129337,186817,1385,91061,1239,1345697,rRNA_gi|563649971|ref|NC_022080.4|_152796-154341_DIR+,cluster_0.99_231,231
563649971,rRNA_gi|563649971|ref|NC_022080.4|_251548-253093_DIR+ /molecule=16s_rRNA /score=2039.8,1345697,129337,186817,1385,91061,1239,1345697,rRNA_gi|563649971|ref|NC_022080.4|_251548-253093_DIR+,cluster_0.99_231,231
317120849,rRNA_gi|317120849|ref|NC_014831.1|_73909-75456_DIR+ /molecule=16s_rRNA /score=1922.5,73919,73918,539000,186802,186801,1239,644966,rRNA_gi|317120849|ref|NC_014831.1|_73909-75456_DIR+,cluster_0.99_232,232
317120849,rRNA_gi|317120849|ref|NC_014831.1|_158785-160331_DIR+ /molecule=16s_rRNA /score=1941.7,73919,73918,539000,186802,186801,1239,644966,rRNA_gi|317120849|ref|NC_014831.1|_158785-160331_DIR+,cluster_0.99_232,232
408417460,rRNA_gi|408417460|ref|NC_018645.1|_16902-18449_DIR+ /molecule=16s_rRNA /score=1911.3,28223,28222,213119,213118,28221,1224,651182,rRNA_gi|408417460|ref|NC_018645.1|_16902-18449_DIR+,cluster_0.99_233,233
408417460,rRNA_gi|408417460|ref|NC_018645.1|_2312623-2314170_DIR+ /molecule=16s_rRNA /score=1911.0,28223,28222,213119,213118,28221,1224,651182,rRNA_gi|408417460|ref|NC_018645.1|_2312623-2314170_DIR+,cluster_0.99_233,233
408417460,rRNA_gi|408417460|ref|NC_018645.1|_30555-32102_DIR+ /molecule=16s_rRNA /score=1912.5,28223,28222,213119,213118,28221,1224,651182,rRNA_gi|408417460|ref|NC_018645.1|_30555-32102_DIR+,cluster_0.99_233,233
408417460,rRNA_gi|408417460|ref|NC_018645.1|_3730860-3732407_DIR- /molecule=16s_rRNA /score=1912.5,28223,28222,213119,213118,28221,1224,651182,rRNA_gi|408417460|ref|NC_018645.1|_3730860-3732407_DIR-,cluster_0.99_233,233
451945650,rRNA_gi|451945650|ref|NC_020304.1|_3983919-3985466_DIR+ /molecule=16s_rRNA /score=1923.3,65555,53318,213121,213118,28221,1224,1167006,rRNA_gi|451945650|ref|NC_020304.1|_3983919-3985466_DIR+,cluster_0.99_234,234
451945650,rRNA_gi|451945650|ref|NC_020304.1|_3691502-3693049_DIR+ /molecule=16s_rRNA /score=1923.3,65555,53318,213121,213118,28221,1224,1167006,rRNA_gi|451945650|ref|NC_020304.1|_3691502-3693049_DIR+,cluster_0.99_234,234
451945650,rRNA_gi|451945650|ref|NC_020304.1|_2137091-2138638_DIR- /molecule=16s_rRNA /score=1923.3,65555,53318,213121,213118,28221,1224,1167006,rRNA_gi|451945650|ref|NC_020304.1|_2137091-2138638_DIR-,cluster_0.99_234,234
410477577,rRNA_gi|410477577|ref|NC_018649.1|_1294179-1295726_DIR+ /molecule=16s_rRNA /score=1770.4,178606,179,189779,189778,203693,40117,1048260,rRNA_gi|410477577|ref|NC_018649.1|_1294179-1295726_DIR+,cluster_0.99_235,235
410477577,rRNA_gi|410477577|ref|NC_018649.1|_1366266-1367813_DIR- /molecule=16s_rRNA /score=1770.4,178606,179,189779,189778,203693,40117,1048260,rRNA_gi|410477577|ref|NC_018649.1|_1366266-1367813_DIR-,cluster_0.99_235,235
295698239,rRNA_gi|295698239|ref|NC_014109.1|_38679-40226_DIR- /molecule=16s_rRNA /score=1806.7,401619,401618,543,91347,1236,1224,515618,rRNA_gi|295698239|ref|NC_014109.1|_38679-40226_DIR-,cluster_0.99_236,236
295698239,rRNA_gi|295698239|ref|NC_014109.1|_337296-338843_DIR- /molecule=16s_rRNA /score=1806.7,401619,401618,543,91347,1236,1224,515618,rRNA_gi|295698239|ref|NC_014109.1|_337296-338843_DIR-,cluster_0.99_236,236
374319880,rRNA_gi|374319880|ref|NC_016641.1|_1759277-1760823_DIR+ /molecule=16s_rRNA /score=2015.7,159743,44249,186822,1385,91061,1239,985665,rRNA_gi|374319880|ref|NC_016641.1|_1759277-1760823_DIR+,cluster_0.99_237,237
374319880,rRNA_gi|374319880|ref|NC_016641.1|_1610834-1612379_DIR+ /molecule=16s_rRNA /score=2021.9,159743,44249,186822,1385,91061,1239,985665,rRNA_gi|374319880|ref|NC_016641.1|_1610834-1612379_DIR+,cluster_0.99_237,237
374319880,rRNA_gi|374319880|ref|NC_016641.1|_1680273-1681818_DIR+ /molecule=16s_rRNA /score=2022.4,159743,44249,186822,1385,91061,1239,985665,rRNA_gi|374319880|ref|NC_016641.1|_1680273-1681818_DIR+,cluster_0.99_237,237
374319880,rRNA_gi|374319880|ref|NC_016641.1|_502593-504138_DIR- /molecule=16s_rRNA /score=2021.1,159743,44249,186822,1385,91061,1239,985665,rRNA_gi|374319880|ref|NC_016641.1|_502593-504138_DIR-,cluster_0.99_237,237
374319880,rRNA_gi|374319880|ref|NC_016641.1|_4037-5582_DIR- /molecule=16s_rRNA /score=2022.8,159743,44249,186822,1385,91061,1239,985665,rRNA_gi|374319880|ref|NC_016641.1|_4037-5582_DIR-,cluster_0.99_237,237
374319880,rRNA_gi|374319880|ref|NC_016641.1|_2059110-2060655_DIR+ /molecule=16s_rRNA /score=2020.3,159743,44249,186822,1385,91061,1239,985665,rRNA_gi|374319880|ref|NC_016641.1|_2059110-2060655_DIR+,cluster_0.99_237,237
374319880,rRNA_gi|374319880|ref|NC_016641.1|_826769-828314_DIR- /molecule=16s_rRNA /score=2020.2,159743,44249,186822,1385,91061,1239,985665,rRNA_gi|374319880|ref|NC_016641.1|_826769-828314_DIR-,cluster_0.99_237,237
374319880,rRNA_gi|374319880|ref|NC_016641.1|_758088-759633_DIR- /molecule=16s_rRNA /score=2021.7,159743,44249,186822,1385,91061,1239,985665,rRNA_gi|374319880|ref|NC_016641.1|_758088-759633_DIR-,cluster_0.99_237,237
374319880,rRNA_gi|374319880|ref|NC_016641.1|_2528475-2530020_DIR+ /molecule=16s_rRNA /score=2021.2,159743,44249,186822,1385,91061,1239,985665,rRNA_gi|374319880|ref|NC_016641.1|_2528475-2530020_DIR+,cluster_0.99_237,237
448236310,rRNA_gi|448236310|ref|NC_020210.1|_271968-273514_DIR+ /molecule=16s_rRNA /score=2049.5,1233873,129337,186817,1385,91061,1239,1233873,rRNA_gi|448236310|ref|NC_020210.1|_271968-273514_DIR+,cluster_0.99_238,238
448236310,rRNA_gi|448236310|ref|NC_020210.1|_243705-245251_DIR+ /molecule=16s_rRNA /score=2049.0,1233873,129337,186817,1385,91061,1239,1233873,rRNA_gi|448236310|ref|NC_020210.1|_243705-245251_DIR+,cluster_0.99_238,238
448236310,rRNA_gi|448236310|ref|NC_020210.1|_1366679-1368225_DIR+ /molecule=16s_rRNA /score=2045.6,1233873,129337,186817,1385,91061,1239,1233873,rRNA_gi|448236310|ref|NC_020210.1|_1366679-1368225_DIR+,cluster_0.99_238,238
478483683,rRNA_gi|478483683|ref|NC_020995.1|_3151037-3152583_DIR- /molecule=16s_rRNA /score=2052.7,37734,1350,81852,186826,91061,1239,565655,rRNA_gi|478483683|ref|NC_020995.1|_3151037-3152583_DIR-,cluster_0.99_239,239
478483683,rRNA_gi|478483683|ref|NC_020995.1|_1892576-1894122_DIR- /molecule=16s_rRNA /score=2047.8,37734,1350,81852,186826,91061,1239,565655,rRNA_gi|478483683|ref|NC_020995.1|_1892576-1894122_DIR-,cluster_0.99_239,239
478483683,rRNA_gi|478483683|ref|NC_020995.1|_3397547-3399093_DIR- /molecule=16s_rRNA /score=2049.1,37734,1350,81852,186826,91061,1239,565655,rRNA_gi|478483683|ref|NC_020995.1|_3397547-3399093_DIR-,cluster_0.99_239,239
