cluster	threshold	id	seqs	gi	count	new_names	reduced	dedup	rep_name
cluster_1.00_1517	1.00	1517	rRNA_gi|404406483|ref|NC_018590.1|_2337794-2339331_DIR-	404406483	3	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|16802048|ref|NC_003210.1|_237476-239013_DIR+	16802048	2	ID.2150	0	0	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|386048930|ref|NC_017546.1|_1872570-1874107_DIR-	386048930	2	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|404412106|ref|NC_018593.1|_2343126-2344663_DIR-	404412106	1	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|217963303|ref|NC_011660.1|_791635-793172_DIR+	217963303	4	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|386006713|ref|NC_017529.1|_2660730-2662267_DIR-	386006713	5	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|217963303|ref|NC_011660.1|_2389902-2391439_DIR-	217963303	4	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|386025288|ref|NC_017537.1|_262589-264126_DIR+	386025288	4	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|386006713|ref|NC_017529.1|_1757791-1759328_DIR-	386006713	5	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|386025288|ref|NC_017537.1|_1860788-1862325_DIR-	386025288	4	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|404406483|ref|NC_018590.1|_1688081-1689618_DIR-	404406483	3	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|404282430|ref|NC_018588.1|_1872586-1874123_DIR-	404282430	1	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|217963303|ref|NC_011660.1|_2395924-2397461_DIR-	217963303	4	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|386025288|ref|NC_017537.1|_1755751-1757288_DIR-	386025288	4	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|405756987|ref|NC_018589.1|_1872237-1873774_DIR-	405756987	1	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|16802048|ref|NC_003210.1|_1852194-1853731_DIR-	16802048	2	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|386006713|ref|NC_017529.1|_262788-264325_DIR+	386006713	5	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|404406483|ref|NC_018590.1|_222401-223938_DIR+	404406483	3	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|386048930|ref|NC_017546.1|_237391-238928_DIR+	386048930	2	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|217963303|ref|NC_011660.1|_896670-898207_DIR+	217963303	4	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|386006713|ref|NC_017529.1|_2424767-2426304_DIR-	386006713	5	NA	NA	1	ID.2150
cluster_1.00_1517	1.00	1517	rRNA_gi|386006713|ref|NC_017529.1|_1862828-1864365_DIR-	386006713	5	NA	NA	1	ID.2150
cluster_1.00_1518	1.00	1518	rRNA_gi|386045634|ref|NC_017545.1|_1745001-1746538_DIR-	386045634	1	ID.1463	0	0	ID.1463
cluster_1.00_1519	1.00	1519	rRNA_gi|405748335|ref|NC_018584.1|_2685708-2687245_DIR-	405748335	1	ID.1451	0	0	ID.1451
cluster_1.00_1520	1.00	1520	rRNA_gi|404409239|ref|NC_018592.1|_237483-239020_DIR+	404409239	2	NA	NA	1	ID.2897
cluster_1.00_1520	1.00	1520	rRNA_gi|405756987|ref|NC_018589.1|_243463-245000_DIR+	405756987	1	NA	NA	1	ID.2897
cluster_1.00_1520	1.00	1520	rRNA_gi|404279552|ref|NC_018587.1|_2683193-2684730_DIR-	404279552	1	NA	NA	1	ID.2897
cluster_1.00_1520	1.00	1520	rRNA_gi|386042347|ref|NC_017544.1|_231936-233473_DIR+	386042347	2	ID.2897	0	0	ID.2897
cluster_1.00_1520	1.00	1520	rRNA_gi|525924641|ref|NC_021838.1|_328912-330449_DIR-	525924641	1	NA	NA	1	ID.2897
cluster_1.00_1520	1.00	1520	rRNA_gi|550896179|ref|NC_022568.1|_237971-239508_DIR+	550896179	2	NA	NA	1	ID.2897
cluster_1.00_1520	1.00	1520	rRNA_gi|16802048|ref|NC_003210.1|_243497-245034_DIR+	16802048	1	NA	NA	1	ID.2897
cluster_1.00_1520	1.00	1520	rRNA_gi|550896179|ref|NC_022568.1|_231949-233486_DIR+	550896179	2	NA	NA	1	ID.2897
cluster_1.00_1520	1.00	1520	rRNA_gi|404285367|ref|NC_018591.1|_2653736-2655273_DIR-	404285367	1	NA	NA	1	ID.2897
cluster_1.00_1520	1.00	1520	rRNA_gi|525886094|ref|NC_021826.1|_1636301-1637838_DIR-	525886094	1	NA	NA	1	ID.2897
cluster_1.00_1520	1.00	1520	rRNA_gi|386048930|ref|NC_017546.1|_243413-244950_DIR+	386048930	1	NA	NA	1	ID.2897
cluster_1.00_1520	1.00	1520	rRNA_gi|525732797|ref|NC_021830.1|_2481133-2482670_DIR-	525732797	1	NA	NA	1	ID.2897
cluster_1.00_1520	1.00	1520	rRNA_gi|404282430|ref|NC_018588.1|_243451-244988_DIR+	404282430	1	NA	NA	1	ID.2897
cluster_1.00_1520	1.00	1520	rRNA_gi|404409239|ref|NC_018592.1|_231461-232998_DIR+	404409239	2	NA	NA	1	ID.2897
cluster_1.00_1520	1.00	1520	rRNA_gi|386045634|ref|NC_017545.1|_2725103-2726640_DIR-	386045634	1	NA	NA	1	ID.2897
cluster_1.00_1520	1.00	1520	rRNA_gi|386042347|ref|NC_017544.1|_237958-239495_DIR+	386042347	2	NA	NA	1	ID.2897
cluster_1.00_1521	1.00	1521	rRNA_gi|470205641|ref|NC_020557.1|_230296-231833_DIR+	470205641	1	ID.3576	0	0	ID.3576
cluster_1.00_1521	1.00	1521	rRNA_gi|470208773|ref|NC_020558.1|_230260-231797_DIR+	470208773	1	NA	NA	1	ID.3576
cluster_1.00_1522	1.00	1522	rRNA_gi|16799079|ref|NC_003212.1|_266559-268096_DIR+	16799079	1	ID.1820	0	0	ID.1820
cluster_1.00_1523	1.00	1523	rRNA_gi|116871422|ref|NC_008555.1|_2360380-2361917_DIR-	116871422	1	ID.701	1	0	ID.701
cluster_1.00_1524	1.00	1524	rRNA_gi|404412106|ref|NC_018593.1|_234013-235550_DIR+	404412106	1	ID.4283	0	0	ID.4283
cluster_1.00_1525	1.00	1525	rRNA_gi|404412106|ref|NC_018593.1|_240034-241571_DIR+	404412106	2	NA	NA	1	ID.4591
cluster_1.00_1525	1.00	1525	rRNA_gi|386052273|ref|NC_017547.1|_2614644-2616181_DIR-	386052273	1	ID.4591	0	0	ID.4591
cluster_1.00_1525	1.00	1525	rRNA_gi|404412106|ref|NC_018593.1|_2616332-2617869_DIR-	404412106	2	NA	NA	1	ID.4591
cluster_1.00_1525	1.00	1525	rRNA_gi|525916939|ref|NC_021837.1|_1726843-1728380_DIR+	525916939	2	NA	NA	1	ID.4591
cluster_1.00_1525	1.00	1525	rRNA_gi|525916939|ref|NC_021837.1|_1622914-1624451_DIR+	525916939	2	NA	NA	1	ID.4591
cluster_1.00_1525	1.00	1525	rRNA_gi|525865813|ref|NC_021823.1|_2168902-2170439_DIR-	525865813	1	NA	NA	1	ID.4591
cluster_1.00_1526	1.00	1526	rRNA_gi|16799079|ref|NC_003212.1|_1906705-1908242_DIR-	16799079	5	NA	NA	1	ID.3357
cluster_1.00_1526	1.00	1526	rRNA_gi|16799079|ref|NC_003212.1|_2761981-2763518_DIR-	16799079	5	NA	NA	1	ID.3357
cluster_1.00_1526	1.00	1526	rRNA_gi|16799079|ref|NC_003212.1|_2490986-2492523_DIR-	16799079	5	NA	NA	1	ID.3357
cluster_1.00_1526	1.00	1526	rRNA_gi|16799079|ref|NC_003212.1|_260537-262074_DIR+	16799079	5	NA	NA	1	ID.3357
cluster_1.00_1526	1.00	1526	rRNA_gi|16799079|ref|NC_003212.1|_1796876-1798413_DIR-	16799079	5	ID.3357	0	0	ID.3357
cluster_1.00_1527	1.00	1527	rRNA_gi|404282430|ref|NC_018588.1|_237429-238966_DIR+	404282430	1	ID.4458	0	0	ID.4458
cluster_1.00_1528	1.00	1528	rRNA_gi|404409239|ref|NC_018592.1|_2634936-2636473_DIR-	404409239	2	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|525865813|ref|NC_021823.1|_2670285-2671822_DIR+	525865813	2	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|16802048|ref|NC_003210.1|_1746273-1747810_DIR-	16802048	1	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|405756987|ref|NC_018589.1|_2693362-2694899_DIR-	405756987	3	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|470205641|ref|NC_020557.1|_1633846-1635383_DIR-	470205641	1	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|405756987|ref|NC_018589.1|_1766314-1767851_DIR-	405756987	3	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|525865813|ref|NC_021823.1|_1935018-1936555_DIR-	525865813	2	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|386045634|ref|NC_017545.1|_241024-242561_DIR+	386045634	1	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|404409239|ref|NC_018592.1|_1851921-1853458_DIR-	404409239	2	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|405756987|ref|NC_018589.1|_237441-238978_DIR+	405756987	3	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|386052273|ref|NC_017547.1|_2380763-2382300_DIR-	386052273	2	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|404282430|ref|NC_018588.1|_2694001-2695538_DIR-	404282430	2	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|386052273|ref|NC_017547.1|_247615-249152_DIR+	386052273	2	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|386042347|ref|NC_017544.1|_2630961-2632498_DIR-	386042347	2	ID.5043	0	0	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|550896179|ref|NC_022568.1|_1852412-1853949_DIR-	550896179	2	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|550896179|ref|NC_022568.1|_2635384-2636921_DIR-	550896179	2	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|386048930|ref|NC_017546.1|_1766650-1768187_DIR-	386048930	1	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|470208773|ref|NC_020558.1|_1633688-1635225_DIR-	470208773	1	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|404282430|ref|NC_018588.1|_1766663-1768200_DIR-	404282430	2	NA	NA	1	ID.5043
cluster_1.00_1528	1.00	1528	rRNA_gi|386042347|ref|NC_017544.1|_1808823-1810360_DIR-	386042347	2	NA	NA	1	ID.5043
cluster_1.00_1529	1.00	1529	rRNA_gi|289433373|ref|NC_013891.1|_222532-224069_DIR+	289433373	1	ID.3174	0	0	ID.3174
cluster_1.00_1530	1.00	1530	rRNA_gi|289433373|ref|NC_013891.1|_228549-230086_DIR+	289433373	1	ID.5022	0	0	ID.5022
cluster_1.00_1531	1.00	1531	rRNA_gi|289433373|ref|NC_013891.1|_2571191-2572728_DIR-	289433373	1	ID.4100	0	0	ID.4100
cluster_1.00_1532	1.00	1532	rRNA_gi|289433373|ref|NC_013891.1|_1801435-1802972_DIR-	289433373	3	NA	NA	1	ID.5069
cluster_1.00_1532	1.00	1532	rRNA_gi|289433373|ref|NC_013891.1|_2340066-2341603_DIR-	289433373	3	NA	NA	1	ID.5069
cluster_1.00_1532	1.00	1532	rRNA_gi|289433373|ref|NC_013891.1|_1692736-1694273_DIR-	289433373	3	ID.5069	0	0	ID.5069
cluster_1.00_1533	1.00	1533	rRNA_gi|386730761|ref|NC_017728.1|_247264-248801_DIR+	386730761	2	NA	NA	1	ID.1199
cluster_1.00_1533	1.00	1533	rRNA_gi|424712850|ref|NC_019556.1|_2394412-2395949_DIR-	424712850	4	NA	NA	1	ID.1199
cluster_1.00_1533	1.00	1533	rRNA_gi|525877702|ref|NC_021825.1|_2829770-2831307_DIR-	525877702	2	NA	NA	1	ID.1199
cluster_1.00_1533	1.00	1533	rRNA_gi|424712850|ref|NC_019556.1|_242740-244277_DIR+	424712850	4	NA	NA	1	ID.1199
cluster_1.00_1533	1.00	1533	rRNA_gi|424712850|ref|NC_019556.1|_248759-250296_DIR+	424712850	4	NA	NA	1	ID.1199
cluster_1.00_1533	1.00	1533	rRNA_gi|85700163|ref|NC_002973.6|_242739-244276_DIR+	85700163	2	NA	NA	1	ID.1199
cluster_1.00_1533	1.00	1533	rRNA_gi|85700163|ref|NC_002973.6|_248758-250295_DIR+	85700163	2	NA	NA	1	ID.1199
cluster_1.00_1533	1.00	1533	rRNA_gi|525877702|ref|NC_021825.1|_2823751-2825288_DIR-	525877702	2	NA	NA	1	ID.1199
cluster_1.00_1533	1.00	1533	rRNA_gi|424712850|ref|NC_019556.1|_1831867-1833404_DIR-	424712850	4	NA	NA	1	ID.1199
cluster_1.00_1533	1.00	1533	rRNA_gi|386730761|ref|NC_017728.1|_241245-242782_DIR+	386730761	2	ID.1199	0	0	ID.1199
cluster_1.00_1533	1.00	1533	rRNA_gi|405751204|ref|NC_018585.1|_249302-250839_DIR+	405751204	1	NA	NA	1	ID.1199
cluster_1.00_1534	1.00	1534	rRNA_gi|405751204|ref|NC_018585.1|_243283-244820_DIR+	405751204	1	ID.4037	0	0	ID.4037
cluster_1.00_1535	1.00	1535	rRNA_gi|525934212|ref|NC_021840.1|_2117202-2118739_DIR+	525934212	1	NA	NA	1	ID.3411
cluster_1.00_1535	1.00	1535	rRNA_gi|525896797|ref|NC_021827.1|_516058-517595_DIR+	525896797	1	NA	NA	1	ID.3411
cluster_1.00_1535	1.00	1535	rRNA_gi|424712850|ref|NC_019556.1|_2624691-2626228_DIR-	424712850	2	NA	NA	1	ID.3411
cluster_1.00_1535	1.00	1535	rRNA_gi|405751204|ref|NC_018585.1|_2661404-2662941_DIR-	405751204	2	NA	NA	1	ID.3411
cluster_1.00_1535	1.00	1535	rRNA_gi|405751204|ref|NC_018585.1|_1728188-1729725_DIR-	405751204	2	NA	NA	1	ID.3411
cluster_1.00_1535	1.00	1535	rRNA_gi|525877702|ref|NC_021825.1|_2194763-2196300_DIR-	525877702	2	NA	NA	1	ID.3411
cluster_1.00_1535	1.00	1535	rRNA_gi|85700163|ref|NC_002973.6|_1727191-1728728_DIR-	85700163	2	NA	NA	1	ID.3411
cluster_1.00_1535	1.00	1535	rRNA_gi|525869762|ref|NC_021824.1|_233501-235038_DIR-	525869762	1	NA	NA	1	ID.3411
cluster_1.00_1535	1.00	1535	rRNA_gi|525721265|ref|NC_021829.1|_1410326-1411863_DIR+	525721265	1	NA	NA	1	ID.3411
cluster_1.00_1535	1.00	1535	rRNA_gi|85700163|ref|NC_002973.6|_2625221-2626758_DIR-	85700163	2	NA	NA	1	ID.3411
cluster_1.00_1535	1.00	1535	rRNA_gi|525877702|ref|NC_021825.1|_410601-412138_DIR+	525877702	2	NA	NA	1	ID.3411
cluster_1.00_1535	1.00	1535	rRNA_gi|424712850|ref|NC_019556.1|_1727190-1728727_DIR-	424712850	2	NA	NA	1	ID.3411
cluster_1.00_1535	1.00	1535	rRNA_gi|525929673|ref|NC_021839.1|_2428549-2430086_DIR-	525929673	1	NA	NA	1	ID.3411
cluster_1.00_1535	1.00	1535	rRNA_gi|386730761|ref|NC_017728.1|_1724019-1725556_DIR-	386730761	2	ID.3411	0	0	ID.3411
cluster_1.00_1535	1.00	1535	rRNA_gi|386730761|ref|NC_017728.1|_2622039-2623576_DIR-	386730761	2	NA	NA	1	ID.3411
cluster_1.00_1536	1.00	1536	rRNA_gi|404279552|ref|NC_018587.1|_237057-238594_DIR+	404279552	1	ID.3048	0	0	ID.3048
cluster_1.00_1537	1.00	1537	rRNA_gi|386052273|ref|NC_017547.1|_1726338-1727875_DIR-	386052273	2	ID.744	0	0	ID.744
cluster_1.00_1537	1.00	1537	rRNA_gi|525865813|ref|NC_021823.1|_1241292-1242829_DIR-	525865813	2	NA	NA	1	ID.744
cluster_1.00_1537	1.00	1537	rRNA_gi|525865813|ref|NC_021823.1|_1347218-1348755_DIR-	525865813	2	NA	NA	1	ID.744
cluster_1.00_1537	1.00	1537	rRNA_gi|386052273|ref|NC_017547.1|_1832264-1833801_DIR-	386052273	2	NA	NA	1	ID.744
cluster_1.00_1538	1.00	1538	rRNA_gi|404412106|ref|NC_018593.1|_1691483-1693020_DIR-	404412106	1	ID.4038	0	0	ID.4038
cluster_1.00_1539	1.00	1539	rRNA_gi|284993440|ref|NC_013768.1|_1783471-1785008_DIR-	284993440	1	ID.1532	0	0	ID.1532
cluster_1.00_1539	1.00	1539	rRNA_gi|662858600|ref|NC_013766.2|_1816745-1818282_DIR-	662858600	1	NA	NA	1	ID.1532
cluster_1.00_1540	1.00	1540	rRNA_gi|662858600|ref|NC_013766.2|_263885-265422_DIR+	662858600	1	NA	NA	1	ID.1401
cluster_1.00_1540	1.00	1540	rRNA_gi|284993440|ref|NC_013768.1|_263885-265422_DIR+	284993440	1	ID.1401	0	0	ID.1401
cluster_1.00_1541	1.00	1541	rRNA_gi|550896179|ref|NC_022568.1|_2401490-2403027_DIR-	550896179	2	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525732797|ref|NC_021830.1|_3030941-3032270_DIR+	525732797	4	ID.2379	0	0	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525721265|ref|NC_021829.1|_2243915-2245452_DIR+	525721265	4	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525721265|ref|NC_021829.1|_1639056-1640593_DIR+	525721265	4	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|386052273|ref|NC_017547.1|_241594-243131_DIR+	386052273	1	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|470208773|ref|NC_020558.1|_2519914-2521451_DIR-	470208773	2	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|386042347|ref|NC_017544.1|_1704850-1706387_DIR-	386042347	2	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525896797|ref|NC_021827.1|_2946612-2948149_DIR-	525896797	4	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|404279552|ref|NC_018587.1|_243076-244613_DIR+	404279552	3	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525929673|ref|NC_021839.1|_2945689-2947226_DIR+	525929673	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525869762|ref|NC_021824.1|_739039-740576_DIR+	525869762	3	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525929673|ref|NC_021839.1|_1492059-1493596_DIR-	525929673	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|405748335|ref|NC_018584.1|_240785-242322_DIR+	405748335	3	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|386730761|ref|NC_017728.1|_2391612-2393149_DIR-	386730761	2	ID.4516	0	0	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525896797|ref|NC_021827.1|_1452547-1454084_DIR+	525896797	4	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|550896179|ref|NC_022568.1|_1748439-1749976_DIR-	550896179	2	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525929673|ref|NC_021839.1|_1594900-1596437_DIR-	525929673	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|406702775|ref|NC_018642.1|_240119-241656_DIR+	406702775	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|226222639|ref|NC_012488.1|_1732673-1734210_DIR-	226222639	6	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525924641|ref|NC_021838.1|_951765-953302_DIR+	525924641	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525886094|ref|NC_021826.1|_646581-648118_DIR-	525886094	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|226222639|ref|NC_012488.1|_240102-241639_DIR+	226222639	6	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525916939|ref|NC_021837.1|_797624-799161_DIR+	525916939	4	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|404409239|ref|NC_018592.1|_1747948-1749485_DIR-	404409239	2	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525732797|ref|NC_021830.1|_1639412-1640949_DIR-	525732797	4	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525934212|ref|NC_021840.1|_105997-107534_DIR+	525934212	4	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525732797|ref|NC_021830.1|_4707-6244_DIR+	525732797	4	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|405754079|ref|NC_018586.1|_235147-236684_DIR+	405754079	6	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|470205641|ref|NC_020557.1|_2519463-2521000_DIR-	470205641	2	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|404279552|ref|NC_018587.1|_1732889-1734426_DIR-	404279552	3	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|470205641|ref|NC_020557.1|_2291807-2293344_DIR-	470205641	2	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525934212|ref|NC_021840.1|_1600063-1601600_DIR-	525934212	4	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|405751204|ref|NC_018585.1|_1832867-1834404_DIR-	405751204	2	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|406702775|ref|NC_018642.1|_2411962-2413499_DIR-	406702775	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|405751204|ref|NC_018585.1|_2431570-2433107_DIR-	405751204	2	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|226222639|ref|NC_012488.1|_2643189-2644726_DIR-	226222639	6	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|405754079|ref|NC_018586.1|_241166-242703_DIR+	405754079	6	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525916939|ref|NC_021837.1|_283231-284768_DIR-	525916939	4	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|226222639|ref|NC_012488.1|_234083-235620_DIR+	226222639	6	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525886094|ref|NC_021826.1|_804322-805859_DIR-	525886094	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|284993440|ref|NC_013768.1|_2757144-2758681_DIR-	284993440	2	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|404285367|ref|NC_018591.1|_2423279-2424816_DIR-	404285367	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|386048930|ref|NC_017546.1|_2694931-2696468_DIR-	386048930	2	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|406702775|ref|NC_018642.1|_1732488-1734025_DIR-	406702775	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|405756987|ref|NC_018589.1|_2458604-2460141_DIR-	405756987	1	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|404285367|ref|NC_018591.1|_1869958-1871495_DIR-	404285367	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525924641|ref|NC_021838.1|_59262-60799_DIR-	525924641	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525924641|ref|NC_021838.1|_848924-850461_DIR+	525924641	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525886094|ref|NC_021826.1|_1366462-1367999_DIR-	525886094	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|85700163|ref|NC_002973.6|_2394794-2396331_DIR-	85700163	2	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|405754079|ref|NC_018586.1|_2690142-2691679_DIR-	405754079	6	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|406702775|ref|NC_018642.1|_234100-235637_DIR+	406702775	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|405748335|ref|NC_018584.1|_246804-248341_DIR+	405748335	3	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525916939|ref|NC_021837.1|_277208-278745_DIR-	525916939	4	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525732797|ref|NC_021830.1|_2238305-2239842_DIR-	525732797	4	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|405754079|ref|NC_018586.1|_1778103-1779640_DIR-	405754079	6	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|284993440|ref|NC_013768.1|_1937387-1938924_DIR-	284993440	2	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|404282430|ref|NC_018588.1|_2458994-2460531_DIR-	404282430	1	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525924641|ref|NC_021838.1|_2485438-2486975_DIR-	525924641	5	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525896797|ref|NC_021827.1|_1349706-1351243_DIR+	525896797	4	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|226222639|ref|NC_012488.1|_1838630-1840167_DIR-	226222639	6	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|85700163|ref|NC_002973.6|_1831868-1833405_DIR-	85700163	2	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|226222639|ref|NC_012488.1|_2411803-2413340_DIR-	226222639	6	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525934212|ref|NC_021840.1|_2345949-2347486_DIR+	525934212	4	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|404279552|ref|NC_018587.1|_2452537-2454074_DIR-	404279552	3	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525877702|ref|NC_021825.1|_641028-642565_DIR+	525877702	2	NA	NA	1	ID.2379
cluster_1.00_1541	1.00	1541	rRNA_gi|525929673|ref|NC_021839.1|_2199801-2201338_DIR-	525929673	5	NA	NA	1	ID.2379
